,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,
2014-09-29,1455870.16,1418946.53,1397443.45,1395093.65,1412080.72,1490027.87,1610418.22,1771954.48,1926172.10,2006003.98,1990461.06,1934628.92,1929635.60,1942057.70,1939793.57,1930541.25,1897644.10,1869079.39,1932205.69,1999076.98,1961223.23,1877536.21,1722192.64,1604213.29,
2014-09-30,1526302.85,1473836.31,1452039.50,1442591.36,1455405.09,1537831.54,1657438.62,1812953.53,1957037.65,2001096.33,1988588.56,1936917.52,1937443.78,1955055.01,1959571.03,1942461.57,1916895.30,1937468.26,2007252.31,2024153.71,1977512.70,1900458.96,1742288.30,1609488.09,
2014-10-01,1453675.19,1409881.93,1386520.93,1377899.78,1392584.62,1477297.43,1600812.32,1754521.87,1896159.05,1960370.84,1959353.36,1909358.91,1915986.33,1931812.41,1936349.86,1922132.52,1894674.07,1880539.23,1940309.82,1964922.04,1919987.54,1841338.41,1688866.34,1566148.95,
2014-10-02,1480624.89,1429832.96,1412563.15,1408561.94,1426189.25,1513143.28,1636836.92,1784812.78,1935236.12,1996684.19,1996697.94,1952973.43,1954692.16,1973323.20,1972896.96,1963079.56,1922325.01,1881377.97,1954307.16,1988406.78,1953908.42,1875960.53,1724258.45,1600991.06,
2014-10-03,1519949.46,1470422.51,1454128.94,1445411.53,1462722.59,1547490.41,1668667.82,1812051.23,1958885.86,2006116.59,2002624.13,1953317.17,1947652.23,1945768.51,1920262.54,1883055.45,1864809.40,1865950.64,1937037.35,1969060.75,1931688.66,1867944.37,1734557.09,1612554.69,
2014-10-04,1526219.39,1467892.53,1443005.31,1429392.96,1437821.62,1481999.88,1494745.99,1529519.35,1627968.27,1704527.42,1729235.90,1727792.16,1726142.18,1721522.23,1719831.00,1721480.98,1745666.97,1776425.38,1854112.02,1872179.32,1838258.44,1768505.46,1657214.19,1553499.09,
2014-10-05,1482261.13,1432362.93,1412549.40,1406320.71,1408548.19,1443225.31,1453675.19,1499613.43,1599203.58,1680698.93,1716544.79,1727585.92,1732054.62,1731848.37,1713794.82,1712103.59,1725853.44,1747000.70,1845545.86,1895389.06,1863393.17,1794423.93,1667622.83,1551354.11,
2014-10-06,1480143.65,1430520.45,1416990.60,1410129.42,1418709.33,1462158.85,1508977.08,1603466.04,1736303.32,1826791.07,1863626.91,1839344.68,1823394.86,1827781.06,1814209.96,1822707.37,1819448.65,1837378.45,1924414.99,1947198.49,1902731.48,1824536.09,1684081.40,1570851.40,
2014-10-07,1492779.76,1448560.25,1428059.22,1424566.76,1437986.62,1519495.71,1657626.69,1820328.64,1986866.80,2053099.82,2050391.10,1988695.53,1971054.48,1967795.76,1953055.93,1929763.68,1891662.85,1881075.47,1984158.08,2014875.24,1964193.30,1884856.68,1743260.74,1621079.59,
2014-10-08,1536298.03,1490139.79,1467823.79,1461732.60,1479112.41,1558284.04,1687890.10,1839495.93,1994071.72,2047187.39,2049098.61,2005484.10,2009526.55,2021131.42,2016222.73,1997192.94,1976224.42,1964165.80,2028515.09,2028693.84,1966214.53,1896241.55,1747000.70,1621643.34,
2014-10-09,1532970.57,1486564.83,1464413.82,1463973.83,1479359.91,1555259.07,1685057.64,1848130.83,2003366.62,2065075.94,2062903.46,2005484.10,1996491.70,2001414.14,1992682.99,1965513.29,1933874.89,1922998.76,2016442.73,2027855.10,1978974.39,1912150.13,1760021.81,1643478.10,
2014-10-10,1546857.91,1498142.20,1479194.91,1474107.47,1484351.10,1565227.71,1693293.79,1839344.68,1979675.63,2035513.76,2031815.06,1992064.24,1982769.35,1987581.79,1977558.15,1957854.62,1924909.99,1927274.96,1998444.17,1987939.29,1936679.86,1869360.60,1750589.41,1639848.14,
2014-10-11,1561749.00,1509059.58,1485533.59,1472086.24,1479126.16,1516457.00,1566492.70,1659166.67,1770540.44,1851320.80,1881515.47,1879439.24,1866734.38,1854992.01,1826131.08,1818609.91,1834573.48,1872028.07,1932953.65,1923645.00,1880415.48,1817674.92,1695562.52,1589083.70,
2014-10-12,1520306.96,1467645.04,1440035.34,1426065.50,1426340.49,1457401.40,1474808.71,1502432.15,1599946.08,1680410.19,1713767.32,1717493.53,1719363.51,1714482.31,1695865.02,1691588.81,1706383.65,1757945.58,1901356.50,1926133.72,1888830.38,1813907.46,1676051.49,1558462.78,
2014-10-13,1488159.81,1444724.04,1421308.05,1412865.64,1433105.42,1513253.28,1659056.67,1817757.42,1967314.52,2042457.44,2055506.04,2029656.33,2030371.32,2039294.97,2035637.51,2023647.65,1993480.48,1984900.57,2036778.75,2010090.30,1962529.57,1895457.81,1752390.64,1628600.76,
2014-10-14,1537233.02,1490084.79,1471041.25,1465183.81,1476252.44,1558256.54,1695892.52,1832346.01,1971109.48,2020265.18,2010764.04,1965252.04,1959697.10,1974918.18,1980926.87,1955778.40,1928457.45,1940639.81,2035197.52,2021310.17,1971563.22,1909028.91,1762606.78,1638624.40,
2014-10-15,1556152.81,1498953.44,1479126.16,1475042.46,1490744.78,1571387.64,1714853.56,1855583.25,1974698.19,2014050.25,2008000.32,1967039.52,1974491.94,1987898.04,1979331.88,1974821.93,1951227.20,1962323.32,2043199.93,2031553.81,1985271.82,1914872.60,1764545.51,1643409.35,
2014-10-16,1572006.38,1525559.40,1509279.58,1500039.68,1499902.18,1578386.31,1725138.44,1867903.12,2002610.38,2057059.78,2070809.62,2030055.07,2030550.07,2052797.32,2041261.20,2040436.21,2024665.13,2058049.77,2096838.09,2059617.25,2007120.33,1929158.69,1792581.45,1675625.24,
2014-10-17,1583817.50,1525861.89,1503944.64,1499695.93,1513597.03,1600509.82,1753765.63,1904353.96,2049717.36,2110216.69,2140328.86,2122220.31,2147685.03,2165229.83,2167567.31,2145058.80,2109914.19,2113970.40,2137455.14,2093098.13,2036641.25,1972044.47,1829953.54,1717521.03,
2014-10-18,1625452.04,1559122.78,1525559.40,1510063.32,1509609.57,1550707.87,1624599.55,1726912.17,1839839.68,1904477.71,1935717.37,1922545.01,1916426.33,1909771.40,1896626.55,1903267.73,1934686.13,1987499.29,2053952.31,2024596.38,1976114.42,1900242.76,1786847.76,1689320.09,
2014-10-19,1616473.39,1563495.23,1535913.03,1524830.66,1527346.88,1561515.25,1600014.83,1639284.39,1740840.77,1830531.03,1870323.09,1873664.30,1869704.35,1869621.85,1864135.66,1882725.45,1915642.59,1987843.04,2077285.80,2064938.44,2019096.45,1931069.92,1792925.19,1683352.65,
2014-10-20,1610822.21,1562010.24,1532571.82,1530743.09,1548824.14,1634361.95,1792815.20,1951804.69,2092781.88,2151576.23,2158176.16,2115620.38,2113324.15,2118012.85,2108387.96,2093276.88,2085480.71,2126042.76,2186693.34,2152277.47,2100151.80,2023358.90,1871725.57,1747578.20,
2014-10-21,1654587.97,1608264.73,1595009.88,1584106.25,1597828.60,1678416.46,1839413.43,1989630.52,2121464.06,2186253.35,2181248.40,2138720.12,2139765.11,2159234.90,2156539.93,2151136.24,2126964.00,2150311.25,2204128.15,2180093.42,2119965.33,2045042.41,1895911.56,1784455.29,
2014-10-22,1701997.45,1646393.06,1618343.37,1608168.49,1616707.14,1694077.54,1842603.40,1984900.57,2107975.46,2167787.30,2174593.48,2137743.89,2144330.06,2152909.97,2158148.66,2157323.67,2135117.66,2165271.08,2215636.77,2180574.66,2124269.03,2052549.83,1914776.35,1795991.41,
2014-10-23,1706108.65,1658795.43,1639751.89,1629439.50,1644949.33,1733044.61,1891800.35,2033960.03,2170083.53,2235532.80,2235065.31,2188054.58,2177453.45,2177632.19,2186542.10,2176202.21,2162658.61,2211704.32,2276136.11,2243851.46,2182472.14,2097484.33,1957235.88,1843978.38,
2014-10-24,1759086.82,1709477.37,1682761.41,1680176.44,1690832.57,1773950.40,1927921.20,2067179.66,2185538.36,2232301.59,2218414.24,2184685.87,2179873.42,2190405.80,2189979.56,2172269.75,2157406.17,2207854.36,2251606.38,2218881.74,2160774.88,2088354.43,1956685.89,1846384.60,
2014-10-25,1755841.85,1703248.68,1670785.29,1659661.67,1669877.80,1712791.08,1795798.91,1892982.84,2004356.61,2070892.12,2084683.22,2061762.22,2049593.61,2031856.30,2013170.26,2013789.00,2046307.40,2142790.08,2182087.15,2149788.75,2095504.35,2027992.60,1918337.56,1816602.43,
2014-10-26,1732962.11,1191719.96,1627074.53,1623898.31,1654780.47,1674662.75,1690502.58,1778817.85,1877349.26,1948270.98,1954568.41,1956713.38,1942977.29,1939704.82,1940254.82,1981064.37,2095779.35,2179873.42,2160843.63,2121505.31,2066987.17,1959408.36,1825264.84,1725853.44,
2014-10-27,1668819.07,1632230.72,1612953.43,1610890.96,1635888.18,1723254.71,1850853.30,2000905.40,2144880.06,2187422.09,2174565.98,2122069.06,2109226.70,2121807.81,2127170.25,2135296.41,2218029.25,2265534.97,2219582.98,2163071.11,2100935.54,2030275.07,1868288.11,1762771.78,
2014-10-28,1695287.52,1653254.24,1632271.97,1628889.51,1650765.51,1733979.60,1852682.03,1993494.23,2135708.91,2181798.40,2169176.04,2130071.47,2135090.16,2159207.40,2181014.66,2196799.48,2250506.39,2258316.30,2213698.05,2162589.86,2091668.14,2000286.65,1851939.54,1740277.03,
2014-10-29,1671596.53,1631460.73,1608718.48,1606119.76,1625204.55,1711636.09,1835659.72,1988613.03,2128380.24,2187518.34,2187119.59,2130222.72,2123884.04,2134003.93,2138788.87,2165999.82,2217809.25,2226430.41,2181042.16,2129191.48,2064635.94,1984625.58,1834339.74,1713341.07,
2014-10-30,1636438.17,1586842.47,1569861.41,1560456.51,1581562.53,1674126.51,1798452.63,1932513.65,2049291.11,2092396.89,2073532.09,2014215.25,2010200.29,2019316.44,2026425.11,2042856.18,2128476.49,2169134.79,2136575.15,2099725.56,2046156.15,1965678.29,1818197.41,1697006.25,
2014-10-31,1622715.82,1583583.76,1559865.27,1557775.29,1575210.10,1658327.93,1779436.59,1924621.24,2060125.99,2107342.97,2091833.14,2033973.78,2028281.34,2043186.18,2056949.78,2068265.90,2148895.01,2168296.05,2121216.57,2072047.11,2014256.50,1936638.61,1816176.19,1707511.14,
2014-11-01,1666809.06,1621608.83,1593409.46,1576843.78,1586867.32,1632401.18,1684230.58,1782130.55,1904211.78,1977132.68,2000443.58,1988331.19,1978945.91,1980323.97,1982775.45,2016980.25,2122220.18,2159384.16,2116562.90,2064399.86,2010394.59,1930510.88,1826619.99,1724963.00,
2014-11-02,1657380.25,1609307.87,1585300.69,1579469.34,1589783.00,1629659.58,1646863.51,1703653.91,1810257.39,1893375.91,1921604.29,1918267.94,1916918.90,1922286.06,1927798.29,1976030.23,2094688.08,2137988.04,2098372.56,2058466.97,2012875.09,1936197.17,1822979.02,1724121.66,
2014-11-03,1661659.48,1612687.73,1592930.77,1587462.06,1597645.17,1639262.45,1670899.71,1736770.76,1853020.64,1931845.42,1968632.25,1956070.19,1942362.16,1939562.53,1937952.38,1969778.21,2093919.27,2144385.11,2100896.58,2060990.99,2017299.37,1942333.15,1830014.36,1726979.32,
2014-11-04,1654841.73,1611106.60,1587360.52,1582283.48,1594831.03,1637782.85,1666475.42,1729416.30,1842779.51,1921430.22,1948179.00,1930989.57,1930699.46,1932976.88,1929669.54,1967471.78,2107090.58,2147852.01,2115881.12,2076932.92,2022782.58,1938068.43,1825532.05,1714460.77,
2014-11-05,1638696.72,1603578.06,1578657.01,1572637.09,1587694.16,1664372.07,1771106.11,1887994.24,2037070.85,2097864.86,2092657.26,2054869.52,2055594.81,2066300.13,2060106.13,2076091.58,2178125.72,2205527.27,2156482.99,2104319.96,2041248.53,1968255.10,1852977.12,1740281.18,
2014-11-06,1655581.53,1606537.25,1582733.16,1570606.27,1579179.22,1622943.37,1674163.52,1753263.92,1890996.95,1991464.46,2035083.54,2030470.68,2036780.73,2049458.84,2055681.85,2092541.21,2172758.56,2174383.21,2133679.80,2090307.31,2040784.34,1963207.06,1842997.10,1737423.53,
2014-11-07,1648705.76,1601866.37,1582065.89,1573971.62,1593061.32,1676237.86,1796215.73,1928668.64,2082445.14,2152493.88,2157861.05,2116853.01,2134521.14,2154278.10,2163982.52,2199666.90,2261084.67,2242778.29,2199318.76,2146256.37,2097531.22,2042365.48,1909071.24,1791385.29,
2014-11-08,1722685.59,1669985.84,1647327.70,1637492.74,1639944.22,1682112.73,1722526.02,1785786.03,1904487.39,1985676.62,2022129.82,2014311.17,2018227.75,2020925.84,2025248.58,2079935.63,2177443.94,2176094.90,2132548.34,2087957.36,2041944.81,1985488.05,1863218.25,1753568.54,
2014-11-09,1673829.89,1622000.49,1593714.08,1579280.77,1591886.35,1622580.72,1647342.21,1682141.74,1782580.24,1867149.33,1926884.42,1936849.94,1947381.18,1962032.09,1991536.99,2040871.38,2138466.73,2147648.93,2118347.12,2086898.44,2043743.54,1964309.51,1827969.04,1715867.84,
2014-11-10,1647791.89,1603447.51,1586997.88,1579135.71,1606319.67,1699853.38,1860926.32,2009857.87,2158876.46,2218379.45,2222658.67,2175181.03,2188932.58,2212417.55,2217044.91,2245374.83,2295405.51,2262607.78,2226082.06,2180403.14,2125411.46,2057175.95,1912726.71,1795084.28,
2014-11-11,1708281.28,1660121.86,1637884.39,1629238.91,1641191.73,1725137.07,1863885.52,2015283.06,2144950.84,2214738.48,2219597.94,2178851.01,2196939.80,2220787.42,2223935.19,2258807.25,2296551.47,2269149.92,2228461.01,2181650.64,2122858.44,2059192.27,1916266.14,1803541.19,
2014-11-12,1704190.63,1658323.13,1634011.33,1629674.08,1645166.33,1733579.48,1881147.48,2021810.69,2158615.35,2202466.53,2199695.92,2144965.35,2150448.56,2173730.45,2175355.10,2215072.12,2286411.88,2269831.69,2231246.14,2191108.45,2134143.99,2062978.29,1916309.65,1795316.37,
2014-11-13,1696633.08,1646486.36,1628963.30,1618475.57,1635418.40,1716041.91,1864320.69,2014688.32,2150550.10,2212620.63,2210763.88,2167492.93,2182187.36,2217146.45,2227880.78,2256457.30,2305617.62,2268105.50,2230433.81,2194212.71,2138002.54,2072479.62,1929103.81,1804745.17,
2014-11-14,1695820.75,1648430.15,1632995.92,1626395.76,1647385.72,1723062.74,1870616.23,2019460.75,2137799.46,2200015.04,2190238.10,2129922.78,2147634.42,2161560.04,2152464.87,2185378.64,2295158.91,2285309.44,2244373.93,2206499.16,2157150.26,2094296.42,1956969.55,1835076.90,
2014-11-15,1748564.02,1695907.79,1670319.47,1666591.47,1678877.92,1734435.32,1801060.69,1900454.76,2020606.71,2096602.85,2109614.60,2091337.23,2067518.62,2046905.81,2031210.48,2095993.60,2239282.38,2242720.26,2204918.02,2165389.58,2116925.54,2049545.88,1941245.21,1838746.88,
2014-11-16,1757064.45,1703682.92,1679733.77,1672379.30,1676078.29,1709108.11,1737307.48,1769916.63,1872443.97,1955243.35,1995047.40,1997397.35,1998108.14,2003025.62,2009016.53,2077208.53,2228577.06,2242111.02,2213461.97,2186553.62,2146299.89,2066880.36,1925506.36,1802511.27,
2014-11-17,1732244.94,1689322.13,1677819.00,1675353.00,1699244.13,1794417.01,1966557.92,2118535.69,2254876.16,2306676.55,2300119.91,2253091.95,2261809.96,2286818.04,2284975.80,2333106.21,2422636.31,2386922.91,2338908.55,2291561.46,2226705.81,2150129.43,2002808.03,1876026.91,
2014-11-18,1786047.13,1734116.19,1718609.44,1709601.31,1731200.52,1820019.83,1986198.83,2133201.11,2267278.67,2331800.68,2330030.97,2278201.57,2285744.61,2320848.76,2314248.60,2362335.49,2433704.27,2395263.77,2347583.04,2308185.16,2242691.25,2173150.21,2015079.98,1881481.11,
2014-11-19,1794605.58,1743414.44,1727762.63,1726877.78,1743443.46,1834743.27,1986735.55,2140425.02,2283380.16,2339648.34,2328710.93,2281886.06,2290371.98,2315699.19,2322487.93,2371082.52,2419503.04,2392333.59,2345842.34,2303195.15,2232145.50,2149491.17,2005041.93,1866090.41,
2014-11-20,1780230.29,1733826.08,1712226.87,1709514.28,1720814.33,1815218.40,1980686.61,2132084.16,2267090.09,2322197.81,2321530.54,2271296.79,2282611.35,2312319.33,2311390.95,2363394.42,2412931.89,2378393.47,2331423.53,2290807.15,2237831.79,2157803.02,2012207.82,1870514.69,
2014-11-21,1787106.06,1742877.73,1730504.24,1733434.42,1761343.67,1854442.21,2020331.10,2173353.29,2301251.36,2362045.38,2361407.12,2311826.13,2317759.02,2338734.48,2338139.74,2381439.70,2427307.19,2388866.69,2334614.82,2294868.79,2229244.33,2164403.19,2045266.65,1919936.12,
2014-11-22,1834960.86,1791341.77,1766551.27,1754250.31,1763389.00,1812302.72,1890329.68,1991145.33,2109382.50,2192181.89,2220178.17,2201900.81,2187801.12,2185059.51,2167043.25,2234306.87,2322023.74,2310767.20,2277867.94,2238034.87,2193588.95,2126122.25,2016806.18,1898090.31,
2014-11-23,1816785.03,1756165.08,1722569.54,1714707.37,1716056.41,1751131.56,1786453.30,1819657.18,1913060.34,2004650.27,2047602.09,2058626.54,2058960.17,2054405.34,2050938.44,2148040.59,2274807.20,2279071.92,2253947.79,2233233.44,2194111.16,2117070.60,1976494.42,1862391.42,
2014-11-24,1781579.33,1736350.10,1712241.37,1708687.44,1732477.03,1829550.17,2004331.15,2151478.47,2287108.16,2354516.84,2357374.49,2307111.73,2315974.80,2327869.60,2327115.29,2395539.38,2459553.69,2433588.22,2389809.57,2346306.53,2292040.15,2220163.67,2077136.00,1939881.66,
2014-11-25,1843983.49,1798333.59,1773702.66,1771120.61,1791631.88,1880712.30,2051257.57,2198767.54,2336442.55,2394959.15,2392841.29,2338255.78,2353660.99,2375898.46,2378901.17,2436939.07,2479252.63,2440536.52,2396815.89,2355488.73,2295391.00,2219757.50,2069476.91,1940548.93,
2014-11-26,1849495.72,1794300.96,1768335.49,1765028.16,1787091.55,1874460.28,2044251.24,2192718.60,2317686.49,2376884.86,2383833.16,2333352.81,2351630.18,2373708.08,2375187.67,2435096.83,2470099.44,2427394.22,2384906.59,2339778.90,2289951.31,2215217.17,2076671.81,1947961.42,
2014-11-27,1851831.16,1807617.33,1786786.93,1784901.17,1802032.58,1890213.63,2051823.29,2214259.79,2331554.08,2396250.17,2403561.11,2362582.09,2367804.20,2380148.67,2381903.88,2444308.04,2469446.68,2419082.37,2371358.13,2327405.41,2271949.55,2201741.24,2058568.51,1936704.88,
2014-11-28,1838500.28,1783827.74,1765622.90,1759965.62,1778823.22,1862231.85,2021752.67,2173715.94,2302847.01,2365178.64,2362959.24,2318527.83,2323677.41,2342128.85,2346190.48,2400819.51,2427597.31,2386850.38,2337791.60,2292678.41,2232798.26,2150129.43,2037578.55,1917905.30,
2014-11-29,1858010.65,1804208.46,1782348.14,1768625.61,1777503.19,1822181.20,1909361.35,2002677.48,2108570.17,2180896.34,2210792.89,2195996.92,2190963.40,2181317.01,2174513.76,2257066.55,2328333.78,2313392.76,2272370.22,2229519.94,2184595.33,2115808.59,2014340.18,1910231.70,
2014-11-30,1799145.91,1741267.58,1706598.60,1690801.73,1697329.36,1732099.88,1778475.08,1816915.58,1910333.25,2012410.90,2065719.90,2081618.31,2097937.39,2106162.20,2118709.76,2198724.02,2276315.81,2268584.19,2243924.25,2223064.84,2187801.12,2117462.26,1994438.16,1872269.90,
2014-12-01,1764010.04,1722306.41,1697024.06,1693136.83,1708762.30,1796607.74,1962060.21,2135103.49,2263780.24,2323649.82,2323695.73,2269228.49,2272335.22,2293822.16,2294740.40,2366654.30,2394293.48,2351656.30,2315355.01,2271401.67,2218740.32,2150698.36,2018562.89,1893620.34,
2014-12-02,1794954.90,1749501.77,1724709.15,1715955.22,1736110.70,1823053.20,1993984.53,2155105.93,2275518.47,2335877.78,2334485.11,2280262.74,2282236.97,2296668.72,2303326.00,2384804.94,2442287.09,2414112.27,2372332.11,2334622.85,2284593.80,2215572.37,2069357.15,1932829.40,
2014-12-03,1836352.45,1793807.10,1771815.13,1766060.79,1783262.58,1868307.38,2037264.48,2185989.58,2306738.81,2366960.38,2365123.89,2311926.89,2323940.60,2348947.47,2366317.61,2447658.82,2465319.73,2429645.91,2384713.12,2338035.66,2284716.23,2210215.94,2064352.71,1937742.01,
2014-12-04,1841923.14,1797617.81,1769993.94,1757107.90,1772274.25,1854181.71,2006916.48,2159513.51,2256434.28,2298030.78,2296010.64,2246624.36,2266994.10,2292000.97,2298413.38,2361512.13,2395058.68,2352436.80,2311253.51,2265524.91,2219352.48,2153238.83,2005462.59,1879617.10,
2014-12-05,1782681.03,1733463.09,1705563.74,1698860.55,1715144.10,1795521.15,1951791.16,2117059.98,2234840.22,2297127.84,2291924.45,2238666.24,2243395.20,2266504.37,2272136.27,2354059.04,2406245.97,2367052.20,2322547.93,2268738.76,2219627.95,2158258.57,2036285.02,1915321.53,
2014-12-06,1828776.93,1774233.17,1744298.38,1738697.09,1741666.08,1792797.03,1878193.82,1988291.41,2087033.36,2158794.22,2180219.94,2157493.37,2139526.37,2125370.10,2124329.42,2220867.59,2314834.67,2300800.82,2261438.71,2223714.15,2177725.37,2115269.40,2002294.65,1894431.45,
2014-12-07,1817390.69,1755271.41,1714669.67,1701492.86,1706298.34,1739798.98,1778503.01,1823695.97,1899420.59,1979828.25,2029092.10,2026918.92,2036453.36,2045084.87,2062546.83,2157370.94,2244971.52,2239309.01,2205793.06,2180939.23,2148142.57,2071270.16,1942333.24,1821492.19,
2014-12-08,1743318.92,1702824.31,1678230.65,1670180.70,1693320.47,1782879.98,1948837.48,2117687.45,2241298.54,2291327.59,2292245.84,2242584.08,2244696.05,2264147.54,2282833.83,2363318.01,2412581.86,2371276.13,2326848.37,2289873.70,2242140.26,2162099.90,2017920.12,1882004.54,
2014-12-09,1795276.29,1746747.04,1716888.77,1714256.46,1737396.24,1825930.37,1994520.17,2173317.79,2283461.29,2330812.13,2330659.09,2292108.10,2305621.61,2326634.12,2333367.91,2404883.90,2429569.39,2383580.62,2337331.67,2295597.43,2240625.16,2168741.87,2027010.74,1892365.40,
2014-12-10,1806432.97,1756388.61,1733799.78,1729024.90,1738758.30,1826175.24,1986914.04,2148356.83,2251980.79,2306402.12,2308284.52,2257092.35,2265785.08,2276773.41,2283109.30,2358068.71,2388937.05,2342932.97,2304764.58,2268998.93,2212006.52,2143581.96,2009181.48,1880780.21,
2014-12-11,1793562.23,1739431.68,1715297.14,1705778.00,1717485.62,1789674.99,1958433.14,2117366.06,2214240.92,2265310.65,2277002.97,2227356.52,2230172.47,2247466.09,2251781.84,2345305.10,2394400.60,2352865.32,2310580.13,2268447.99,2221280.80,2148188.49,2009518.17,1881040.38,
2014-12-12,1793592.84,1742523.11,1719658.80,1715434.88,1728841.26,1812998.42,1969788.77,2145142.97,2250664.64,2308376.34,2311253.51,2266228.89,2267499.13,2284226.50,2289705.36,2360211.28,2385447.71,2342198.37,2302729.14,2251934.88,2196886.08,2135945.22,2017476.30,1895655.78,
2014-12-13,1806983.91,1746716.43,1714378.90,1700192.01,1703941.51,1754598.03,1831011.33,1949725.11,2039437.66,2102429.27,2131614.16,2113631.86,2104296.37,2095741.39,2101220.25,2184153.09,2244313.44,2232376.26,2190580.80,2163201.79,2121972.59,2072571.00,1956902.73,1845412.47,
2014-12-14,1760903.31,1705150.53,1669476.71,1656269.29,1658518.99,1689907.66,1729315.68,1776758.35,1853217.55,1941751.69,1986944.65,1998728.79,2003779.14,2016037.71,2034831.13,2139985.50,2209481.35,2207216.34,2180143.42,2150422.88,2115208.18,2046094.94,1922361.41,1799882.82,
2014-12-15,1724295.94,1671818.24,1656208.07,1651479.11,1670150.09,1752914.58,1921810.46,2095328.18,2196748.35,2251766.53,2250021.87,2198202.24,2205640.02,2225535.33,2245752.03,2321721.51,2347937.40,2301566.03,2256418.98,2215740.72,2168083.80,2105643.13,1973553.57,1842994.43,
2014-12-16,1749716.03,1695019.23,1674312.80,1664808.96,1685224.61,1766627.04,1928880.95,2111290.34,2214592.91,2273268.77,2273345.29,2229269.53,2233646.50,2254628.40,2270712.99,2340989.35,2364542.33,2328883.82,2286766.98,2237702.08,2197528.86,2133940.38,1995560.85,1868230.86,
2014-12-17,1771386.61,1717761.10,1693963.25,1681949.54,1698799.34,1780890.45,1944093.21,2109025.33,2203910.66,2257490.26,2259969.52,2207155.13,2225275.16,2256265.93,2266841.06,2338632.52,2364511.73,2322685.66,2296515.68,2258485.03,2213230.85,2148540.48,2014599.13,1881606.63,
2014-12-18,1783415.62,1736355.56,1712664.84,1697575.01,1715220.62,1799423.70,1962794.80,2140398.71,2236294.10,2284042.85,2288909.55,2251154.37,2261943.75,2281257.50,2302071.06,2363394.53,2389197.22,2343453.31,2295475.00,2268861.20,2228886.93,2157875.97,2016374.40,1885815.25,
2014-12-19,1804917.86,1744298.38,1723867.43,1718036.57,1726713.99,1814651.26,1971671.17,2139725.33,2228060.51,2281976.80,2266672.71,2211914.70,2208777.36,2232513.99,2227387.13,2310717.87,2343361.48,2308621.21,2268264.34,2226346.45,2190932.80,2135884.00,2007987.76,1889396.41,
2014-12-20,1793087.80,1732820.32,1701921.37,1691285.03,1700758.26,1745308.45,1829817.61,1939456.07,2020537.11,2073856.55,2093644.73,2074438.10,2066923.80,2063664.03,2076611.28,2157416.85,2226637.23,2215312.20,2173348.40,2143857.43,2121727.72,2069739.75,1967936.97,1847662.17,
2014-12-21,1766581.13,1698585.08,1666216.94,1650361.91,1660034.09,1687152.93,1732881.53,1788817.96,1850401.60,1934895.46,1977425.51,1972788.37,1957836.28,1960621.62,1976139.96,2083054.30,2179760.81,2176929.56,2148693.52,2128706.39,2098740.99,2032673.25,1906598.20,1784976.64,
2014-12-22,1704140.46,1655182.70,1634185.49,1626655.88,1641822.23,1730723.66,1903506.78,2091027.73,2185392.72,2235972.72,2242446.35,2195034.29,2210675.07,2227754.42,2235896.20,2308758.95,2341540.30,2291235.77,2252929.64,2220056.47,2175965.40,2108443.78,1976017.53,1854702.05,
2014-12-23,1760551.32,1702854.92,1676807.37,1666262.85,1684275.76,1768494.14,1931819.33,2102016.06,2200283.59,2245553.07,2239706.91,2188790.22,2193182.50,2215648.89,2224754.82,2308896.68,2357517.76,2330919.26,2298153.21,2265861.60,2212220.78,2143031.01,2002600.73,1879601.80,
2014-12-24,1785236.81,1731840.86,1704370.02,1697391.36,1716016.43,1800326.64,1962657.07,2136128.87,2220469.68,2253220.42,2244527.70,2199855.08,2206175.66,2220745.15,2234442.31,2313411.39,2356752.56,2323833.47,2280783.08,2247389.56,2206558.27,2143597.26,2002738.46,1861022.64,
2014-12-25,1768662.48,1715633.83,1690014.79,1689616.89,1706726.85,1785099.07,1933074.27,2102949.61,2201905.82,2245231.69,2232269.13,2181138.18,2186770.08,2219092.31,2232192.61,2310870.91,2339443.64,2306845.93,2271646.54,2233707.71,2195202.64,2135470.79,2006289.01,1868521.64,
2014-12-26,1805055.60,1754246.04,1727601.63,1719214.99,1729346.29,1810809.93,1969406.17,2138240.83,2246134.63,2286874.10,2263412.94,2221280.80,2225428.20,2239921.17,2246302.97,2315110.14,2377137.60,2347325.24,2306509.24,2272962.69,2233309.81,2176761.21,2056210.94,1941384.39,
2014-12-27,1833077.38,1770927.49,1738804.22,1733080.49,1741635.47,1784196.13,1867848.26,1987526.20,2081141.29,2138256.14,2152259.37,2130512.27,2117075.28,2110341.48,2112897.27,2202273.12,2291893.84,2283599.03,2241727.05,2210613.85,2178704.83,2125752.70,2016665.18,1909949.80,
2014-12-28,1827675.04,1777401.12,1744788.11,1734289.51,1739645.94,1768402.32,1808529.63,1864634.40,1937497.15,2009089.66,2035703.46,2031035.72,2027286.22,2033193.59,2052262.48,2149933.15,2233631.19,2232498.69,2211440.27,2189800.29,2162268.24,2097654.40,1976813.34,1856462.02,
